EmployeeID,Sum of EnvironmentSatisfaction,JobSatisfaction,ManagerRating,PerformanceID,Sum of RelationshipSatisfaction,Year,Quarter,Month,Day,Sum of SelfRating,Sum of TrainingOpportunitiesTaken,Sum of TrainingOpportunitiesWithinYear,Sum of WorkLifeBalance
2219-56CA,4,5,5,PR3710,3,2020,Qtr 1,February,20,5,0,1,5
2250-86C5,1,1,3,PR6488,1,2022,Qtr 4,October,14,3,0,2,3
2250-86C5,4,2,2,PR1888,3,2017,Qtr 4,October,15,3,1,2,3
2250-86C5,5,3,4,PR3402,5,2019,Qtr 4,October,15,4,1,2,2
2250-86C5,4,5,2,PR5374,5,2021,Qtr 4,October,14,3,2,1,4
2250-86C5,5,5,3,PR2591,5,2018,Qtr 4,October,15,3,1,1,5
2250-86C5,5,5,4,PR4337,5,2020,Qtr 4,October,14,5,2,1,4
22FF-9076,3,2,3,PR4064,4,2020,Qtr 2,June,16,3,2,3,3
22FF-9076,5,2,4,PR5067,5,2021,Qtr 2,June,16,4,0,2,2
22FF-9076,5,3,3,PR6161,3,2022,Qtr 2,June,16,4,0,2,5
22FF-9076,4,4,5,PR3166,4,2019,Qtr 2,June,17,5,1,2,2
2374-7581,3,3,3,PR2052,3,2018,Qtr 1,January,19,4,0,3,2
2374-7581,3,4,2,PR4591,2,2021,Qtr 1,January,18,3,2,2,3
2374-7581,4,4,5,PR3623,2,2020,Qtr 1,January,19,5,2,3,5
2374-7581,3,5,2,PR2777,4,2019,Qtr 1,January,19,3,3,2,5
2374-7581,5,5,3,PR5652,3,2022,Qtr 1,January,18,4,1,2,2
23E6-A67A,5,5,4,PR6177,5,2022,Qtr 2,June,22,5,1,2,2
23FC-93A5,3,2,2,PR3029,5,2019,Qtr 2,April,24,3,1,1,4
23FC-93A5,2,2,4,PR4900,1,2021,Qtr 2,April,23,4,1,1,4
23FC-93A5,4,5,3,PR3908,5,2020,Qtr 2,April,23,4,2,3,4
23FC-93A5,4,5,4,PR5978,5,2022,Qtr 2,April,23,5,0,2,3
2407-5A4E,4,2,3,PR6545,4,2022,Qtr 4,November,4,3,0,2,2
2407-5A4E,5,2,4,PR5431,3,2021,Qtr 4,November,4,4,1,1,4
2407-5A4E,4,3,3,PR4392,2,2020,Qtr 4,November,4,3,0,1,3
2407-5A4E,4,3,4,PR3448,3,2019,Qtr 4,November,5,4,1,3,5
2407-5A4E,5,4,3,PR1918,3,2017,Qtr 4,November,5,4,1,2,3
2407-5A4E,4,4,3,PR2628,5,2018,Qtr 4,November,5,4,0,1,3
242A-4FA0,4,2,4,PR5005,3,2021,Qtr 2,May,24,5,1,3,2
242A-4FA0,3,3,4,PR4005,3,2020,Qtr 2,May,24,4,2,2,4
242A-4FA0,3,3,5,PR6090,4,2022,Qtr 2,May,24,5,0,1,2
242A-4FA0,3,5,4,PR3115,5,2019,Qtr 2,May,25,4,3,1,2
246E-3383,5,2,4,PR1776,4,2017,Qtr 3,July,15,4,1,2,4
246E-3383,4,2,4,PR366,4,2014,Qtr 3,July,16,4,1,2,2
246E-3383,3,3,3,PR1198,4,2016,Qtr 3,July,15,3,1,1,2
246E-3383,5,3,3,PR729,3,2015,Qtr 3,July,16,3,3,2,4
246E-3383,3,5,3,PR2449,4,2018,Qtr 3,July,15,4,1,2,2
24DD-6D7C,3,2,3,PR6189,2,2022,Qtr 2,June,26,4,1,3,2
24DD-6D7C,3,4,4,PR5092,3,2021,Qtr 2,June,26,4,2,2,3
24FA-A637,5,3,5,PR5584,2,2021,Qtr 4,December,31,5,0,1,2
24FA-A637,3,5,2,PR4529,3,2020,Qtr 4,December,31,3,2,2,2
2523-EFD4,4,2,3,PR3980,4,2020,Qtr 2,May,17,3,2,3,4
2523-EFD4,3,2,4,PR1117,2,2016,Qtr 2,May,18,4,1,2,4
2523-EFD4,3,2,4,PR1672,2,2017,Qtr 2,May,18,5,2,1,4
2523-EFD4,3,3,2,PR3092,2,2019,Qtr 2,May,18,3,2,3,3
2523-EFD4,3,3,4,PR2333,3,2018,Qtr 2,May,18,5,0,2,3
2523-EFD4,3,3,4,PR6060,4,2022,Qtr 2,May,17,5,2,3,2
2523-EFD4,3,5,3,PR4978,3,2021,Qtr 2,May,17,3,2,2,2
2546-1312,5,2,4,PR3336,2,2019,Qtr 3,September,3,5,1,2,2
2546-1312,5,3,4,PR5285,5,2021,Qtr 3,September,2,5,1,1,5
2546-1312,4,4,3,PR4260,5,2020,Qtr 3,September,2,3,3,3,2
2546-1312,4,5,4,PR6390,3,2022,Qtr 3,September,2,4,1,2,2
2551-DD9B,4,2,3,PR2181,2,2018,Qtr 1,March,13,4,1,1,2
2551-DD9B,5,2,4,PR2918,4,2019,Qtr 1,March,13,5,3,3,4
2551-DD9B,3,3,2,PR1537,1,2017,Qtr 1,March,13,3,0,1,3
2551-DD9B,3,3,4,PR80,3,2013,Qtr 1,March,14,4,0,2,2
2551-DD9B,4,4,4,PR992,4,2016,Qtr 1,March,13,4,3,3,2
2551-DD9B,5,5,4,PR250,3,2014,Qtr 1,March,14,4,1,3,4
2551-DD9B,5,5,4,PR561,2,2015,Qtr 1,March,14,4,0,3,4
257B-8130,4,2,4,PR3649,5,2020,Qtr 1,January,29,5,2,3,4
257B-8130,3,3,2,PR2800,2,2019,Qtr 1,January,29,3,0,1,3
257B-8130,3,4,3,PR5679,4,2022,Qtr 1,January,28,4,3,1,4
257B-8130,3,4,4,PR2072,2,2018,Qtr 1,January,29,5,0,3,3
257B-8130,4,5,3,PR4618,5,2021,Qtr 1,January,28,4,1,3,5
259B-6C50,3,2,3,PR4019,4,2020,Qtr 2,May,29,3,0,3,2
259B-6C50,3,2,4,PR3128,4,2019,Qtr 2,May,30,4,1,2,3
259B-6C50,4,3,4,PR6106,2,2022,Qtr 2,May,29,4,3,1,3
259B-6C50,4,5,2,PR5020,2,2021,Qtr 2,May,29,3,0,3,2
25F5-0EAF,3,2,4,PR3799,5,2020,Qtr 1,March,20,5,0,2,5
25F5-0EAF,4,3,3,PR2939,4,2019,Qtr 1,March,21,4,1,3,3
25F5-0EAF,2,3,4,PR4784,2,2021,Qtr 1,March,20,5,0,2,2
25F5-0EAF,4,5,3,PR5853,2,2022,Qtr 1,March,20,3,1,2,3
2637-BDCD,5,2,4,PR4534,5,2021,Qtr 1,January,1,4,0,2,5
2637-BDCD,5,5,4,PR5589,3,2022,Qtr 1,January,1,5,1,2,2
267F-F71D,5,2,4,PR6364,3,2022,Qtr 3,August,21,4,0,3,3
267F-F71D,3,3,3,PR2519,4,2018,Qtr 3,August,22,4,1,3,5
267F-F71D,5,3,5,PR3319,4,2019,Qtr 3,August,22,5,2,2,4
267F-F71D,5,5,3,PR5259,5,2021,Qtr 3,August,21,4,1,1,3
267F-F71D,4,5,4,PR4237,5,2020,Qtr 3,August,21,4,1,1,3
2698-A448,5,2,4,PR3431,3,2019,Qtr 4,October,27,4,0,3,2
2698-A448,4,3,3,PR2613,1,2018,Qtr 4,October,27,4,1,3,1
2698-A448,4,3,3,PR5407,3,2021,Qtr 4,October,26,3,0,2,1
2698-A448,5,5,2,PR4371,4,2020,Qtr 4,October,26,3,1,1,2
2698-A448,3,5,4,PR1905,5,2017,Qtr 4,October,27,5,1,3,4
26DF-1241,3,2,4,PR6054,2,2022,Qtr 2,May,15,4,1,1,5
26DF-1241,5,2,5,PR4973,4,2021,Qtr 2,May,15,5,1,2,2
26DF-1241,3,3,4,PR3977,5,2020,Qtr 2,May,15,5,1,1,4
277A-A6FA,3,2,5,PR1273,2,2016,Qtr 4,October,3,5,2,1,2
277A-A6FA,4,3,2,PR777,5,2015,Qtr 4,October,4,3,1,2,4
277A-A6FA,3,3,4,PR5353,3,2021,Qtr 4,October,2,4,0,1,5
277A-A6FA,3,4,3,PR1874,3,2017,Qtr 4,October,3,3,0,1,3
277A-A6FA,4,4,3,PR4321,4,2020,Qtr 4,October,2,3,1,2,2
277A-A6FA,3,4,4,PR2575,3,2018,Qtr 4,October,3,4,2,1,2
277A-A6FA,4,4,4,PR401,3,2014,Qtr 4,October,4,5,2,1,4
277A-A6FA,3,4,5,PR3386,5,2019,Qtr 4,October,3,5,3,1,4
278C-D482,3,2,3,PR4334,4,2020,Qtr 4,October,13,4,1,2,5
278C-D482,4,2,3,PR5370,1,2021,Qtr 4,October,13,3,2,2,2
278C-D482,4,2,4,PR6484,5,2022,Qtr 4,October,13,4,0,2,5
278C-D482,4,3,3,PR3400,3,2019,Qtr 4,October,14,4,2,1,3
278C-D482,3,5,3,PR2589,3,2018,Qtr 4,October,14,3,1,3,4
2796-828F,5,2,3,PR4578,2,2021,Qtr 1,January,14,4,0,1,4
2796-828F,5,5,5,PR5637,5,2022,Qtr 1,January,14,5,0,2,2
279C-7342,3,2,4,PR4663,4,2021,Qtr 1,February,11,4,1,3,4
279C-7342,4,2,4,PR508,4,2015,Qtr 1,February,13,5,1,1,4
279C-7342,3,2,4,PR5726,4,2022,Qtr 1,February,11,4,1,1,4
279C-7342,5,2,5,PR2107,5,2018,Qtr 1,February,12,5,2,2,4
279C-7342,3,3,3,PR1472,3,2017,Qtr 1,February,12,3,0,2,4
279C-7342,4,3,4,PR208,5,2014,Qtr 1,February,13,4,0,2,3
279C-7342,5,4,2,PR3691,3,2020,Qtr 1,February,12,3,2,3,2
279C-7342,3,5,2,PR930,2,2016,Qtr 1,February,13,3,2,1,4
279C-7342,3,5,4,PR2838,4,2019,Qtr 1,February,12,4,1,1,3
279C-7342,4,5,5,PR47,2,2013,Qtr 1,February,13,5,0,1,3
27CD-A6BF,4,4,3,PR3271,2,2019,Qtr 3,July,31,4,2,3,4
27CD-A6BF,5,4,3,PR742,3,2015,Qtr 3,August,1,4,1,2,2
27CD-A6BF,5,4,5,PR2481,2,2018,Qtr 3,July,31,5,1,3,5
27CD-A6BF,3,5,3,PR1803,4,2017,Qtr 3,July,31,3,1,3,5
27CD-A6BF,4,5,5,PR1215,5,2016,Qtr 3,July,31,5,2,3,4
284C-8CB0,5,3,5,PR4782,3,2021,Qtr 1,March,19,5,2,3,3
284C-8CB0,4,5,3,PR5851,4,2022,Qtr 1,March,19,3,0,1,4
2857-A950,5,2,2,PR5569,4,2021,Qtr 4,December,27,3,0,3,3
2857-A950,5,3,3,PR3555,5,2019,Qtr 4,December,28,4,2,3,2
2857-A950,3,4,4,PR4514,4,2020,Qtr 4,December,27,5,1,1,5
2857-A950,4,4,5,PR6698,3,2022,Qtr 4,December,27,5,0,2,4
28EA-A010,3,1,4,PR4573,3,2021,Qtr 1,January,14,4,1,2,3
28EA-A010,3,3,3,PR5632,4,2022,Qtr 1,January,14,4,1,3,2
28EA-A010,3,3,3,PR875,4,2016,Qtr 1,January,16,4,0,3,2
28EA-A010,5,3,4,PR1408,5,2017,Qtr 1,January,15,5,1,1,3
28EA-A010,3,3,4,PR2038,4,2018,Qtr 1,January,15,4,2,3,4
28EA-A010,4,3,4,PR462,2,2015,Qtr 1,January,16,5,0,3,5
28EA-A010,5,4,3,PR170,2,2014,Qtr 1,January,16,4,2,3,4
28EA-A010,3,4,3,PR2761,5,2019,Qtr 1,January,15,3,2,3,5
28EA-A010,5,4,4,PR17,3,2013,Qtr 1,January,16,5,2,2,3
28EA-A010,3,5,3,PR3607,5,2020,Qtr 1,January,15,3,0,2,2
28F4-8367,5,2,3,PR3072,5,2019,Qtr 2,May,10,4,0,2,5
28F4-8367,3,3,4,PR4952,2,2021,Qtr 2,May,9,5,1,1,2
28F4-8367,3,4,3,PR3956,3,2020,Qtr 2,May,9,3,1,2,2
28F4-8367,3,5,2,PR6032,2,2022,Qtr 2,May,9,3,0,1,2
291F-B604,3,2,3,PR2311,3,2018,Qtr 2,May,8,3,1,1,3
291F-B604,4,2,3,PR3949,2,2020,Qtr 2,May,7,3,1,2,4
291F-B604,5,2,3,PR653,4,2015,Qtr 2,May,9,3,2,3,3
291F-B604,3,4,2,PR6025,5,2022,Qtr 2,May,7,3,2,3,4
291F-B604,4,4,3,PR1652,5,2017,Qtr 2,May,8,4,1,2,5
291F-B604,4,4,4,PR325,4,2014,Qtr 2,May,9,4,0,3,5
291F-B604,5,4,4,PR4945,5,2021,Qtr 2,May,7,4,2,2,3
291F-B604,3,4,5,PR1097,4,2016,Qtr 2,May,8,5,0,2,3
291F-B604,3,5,2,PR130,2,2013,Qtr 2,May,9,3,2,3,4
291F-B604,4,5,4,PR3065,3,2019,Qtr 2,May,8,4,0,3,4
2926-D386,2,3,5,PR6413,4,2022,Qtr 3,September,11,5,1,3,1
2926-D386,4,5,5,PR5307,5,2021,Qtr 3,September,11,5,1,2,4
2937-EB65,3,4,2,PR4074,4,2020,Qtr 2,June,21,3,0,1,4
2937-EB65,3,4,2,PR5078,3,2021,Qtr 2,June,21,3,0,3,4
2937-EB65,4,4,3,PR6172,4,2022,Qtr 2,June,21,4,0,2,3
2962-039F,3,2,4,PR1239,2,2016,Qtr 3,August,21,4,0,1,2
2962-039F,5,2,4,PR4234,5,2020,Qtr 3,August,20,4,2,3,2
2962-039F,4,2,5,PR756,5,2015,Qtr 3,August,22,5,2,1,4
2962-039F,5,4,2,PR5256,5,2021,Qtr 3,August,20,3,1,1,4
2962-039F,3,4,4,PR3316,4,2019,Qtr 3,August,21,5,2,3,4
2962-039F,5,4,5,PR2517,3,2018,Qtr 3,August,21,5,1,2,3
2962-039F,5,4,5,PR6361,4,2022,Qtr 3,August,20,5,0,3,5
2962-039F,4,5,2,PR1831,5,2017,Qtr 3,August,21,3,1,1,4
296A-A685,4,1,4,PR6621,3,2022,Qtr 4,November,29,4,0,2,4
296A-A685,5,2,3,PR2674,5,2018,Qtr 4,November,30,4,1,2,3
296A-A685,3,2,4,PR3502,5,2019,Qtr 4,November,30,4,2,1,3
296A-A685,4,3,4,PR4451,2,2020,Qtr 4,November,29,5,1,1,3
296A-A685,3,3,4,PR5498,5,2021,Qtr 4,November,29,5,0,1,5
29AC-099C,3,2,3,PR5429,2,2021,Qtr 4,November,3,3,0,3,2
29C2-1A3F,4,1,3,PR6094,2,2022,Qtr 2,May,25,3,0,2,1
29C2-1A3F,3,2,3,PR681,5,2015,Qtr 2,May,27,3,0,3,2
29C2-1A3F,3,2,5,PR2354,4,2018,Qtr 2,May,26,5,1,1,5
29C2-1A3F,3,2,5,PR4008,3,2020,Qtr 2,May,25,5,1,2,4
29C2-1A3F,4,3,2,PR5008,3,2021,Qtr 2,May,25,3,1,3,5
29C2-1A3F,5,4,4,PR3118,2,2019,Qtr 2,May,26,5,0,2,3
29C2-1A3F,5,4,5,PR1133,3,2016,Qtr 2,May,26,5,0,2,3
29C2-1A3F,4,5,2,PR1693,4,2017,Qtr 2,May,26,3,0,2,3
29C2-1A3F,5,5,2,PR348,4,2014,Qtr 2,May,27,3,1,1,4
29F6-C6CA,3,2,2,PR1772,4,2017,Qtr 3,July,13,3,1,1,5
29F6-C6CA,4,2,4,PR5144,2,2021,Qtr 3,July,12,4,0,2,5
29F6-C6CA,5,3,3,PR4133,5,2020,Qtr 3,July,12,3,1,3,4
29F6-C6CA,3,4,4,PR6248,2,2022,Qtr 3,July,12,5,0,3,3
29F6-C6CA,4,5,4,PR2444,5,2018,Qtr 3,July,13,4,1,1,2
29F6-C6CA,5,5,4,PR3226,4,2019,Qtr 3,July,13,4,2,2,2
2A04-49D1,4,2,4,PR4412,5,2020,Qtr 4,November,10,4,0,1,3
2A04-49D1,5,3,2,PR1935,4,2017,Qtr 4,November,11,3,1,3,5
2A04-49D1,4,3,4,PR1316,3,2016,Qtr 4,November,11,5,0,2,4
2A04-49D1,5,3,5,PR2645,5,2018,Qtr 4,November,11,5,0,1,2
2A04-49D1,4,4,5,PR6568,5,2022,Qtr 4,November,10,5,1,3,3
2A04-49D1,4,5,2,PR3466,5,2019,Qtr 4,November,11,3,2,2,2
2A04-49D1,4,5,5,PR5455,2,2021,Qtr 4,November,10,5,1,1,3
2A20-28CD,3,2,3,PR1775,5,2017,Qtr 3,July,15,3,0,1,2
2A20-28CD,5,2,3,PR2448,4,2018,Qtr 3,July,15,3,3,2,2
2A20-28CD,3,3,3,PR4138,5,2020,Qtr 3,July,14,4,1,1,3
2A20-28CD,3,3,4,PR3230,3,2019,Qtr 3,July,15,5,0,2,4
2A20-28CD,4,4,3,PR6254,4,2022,Qtr 3,July,14,4,0,1,2
2A20-28CD,3,5,5,PR5150,4,2021,Qtr 3,July,14,5,0,2,3
2A89-93B6,4,2,3,PR1823,4,2017,Qtr 3,August,16,4,0,2,4
2A89-93B6,5,3,3,PR4219,5,2020,Qtr 3,August,15,4,0,2,4
2A89-93B6,4,3,4,PR1233,4,2016,Qtr 3,August,16,5,0,1,5
2A89-93B6,5,3,5,PR5239,2,2021,Qtr 3,August,15,5,0,3,2
2A89-93B6,5,4,3,PR751,4,2015,Qtr 3,August,17,3,0,2,2
2A89-93B6,5,4,4,PR2507,2,2018,Qtr 3,August,16,4,2,2,3
2A89-93B6,3,4,4,PR6344,2,2022,Qtr 3,August,15,5,1,1,5
2A89-93B6,4,5,4,PR3303,4,2019,Qtr 3,August,16,4,0,2,4
2A89-93B6,3,5,4,PR381,2,2014,Qtr 3,August,17,4,1,2,2
2A9F-6BD2,4,2,4,PR6572,4,2022,Qtr 4,November,12,4,1,2,2
2A9F-6BD2,5,5,4,PR5459,4,2021,Qtr 4,November,12,4,2,1,3
2B08-7D3D,3,2,4,PR5220,2,2021,Qtr 3,August,9,5,1,1,3
2B08-7D3D,5,2,5,PR2495,5,2018,Qtr 3,August,10,5,0,3,2
2B08-7D3D,5,3,4,PR1813,5,2017,Qtr 3,August,10,4,1,1,2
2B08-7D3D,5,3,4,PR3289,3,2019,Qtr 3,August,10,4,1,1,3
2B08-7D3D,5,4,2,PR1224,4,2016,Qtr 3,August,10,3,1,1,4
2B08-7D3D,4,4,3,PR6324,2,2022,Qtr 3,August,9,4,2,1,2
2B08-7D3D,3,4,4,PR4199,5,2020,Qtr 3,August,9,4,0,2,5
2B08-7D3D,3,4,4,PR747,5,2015,Qtr 3,August,11,4,1,2,2
2B5B-7A52,3,5,3,PR447,5,2015,Qtr 1,January,6,3,3,3,5
2B70-5A31,4,3,3,PR5043,2,2021,Qtr 2,June,6,4,1,3,4
2B70-5A31,4,3,5,PR4040,3,2020,Qtr 2,June,6,5,2,2,3
2B70-5A31,4,5,3,PR6130,3,2022,Qtr 2,June,6,4,1,3,3
2B7A-9C73,5,2,4,PR1748,5,2017,Qtr 2,June,29,5,0,1,2
2B7A-9C73,4,2,5,PR3189,3,2019,Qtr 2,June,29,5,0,3,2
2B7A-9C73,5,3,4,PR6194,4,2022,Qtr 2,June,28,5,1,3,2
2B7A-9C73,4,4,3,PR1179,3,2016,Qtr 2,June,29,3,1,1,4
2B7A-9C73,2,4,3,PR2414,1,2018,Qtr 2,June,29,3,1,3,3
2B7A-9C73,5,4,5,PR5096,5,2021,Qtr 2,June,28,5,2,3,5
2B7A-9C73,3,5,3,PR4091,3,2020,Qtr 2,June,28,3,0,2,3
2BCE-F73C,3,2,4,PR4974,2,2021,Qtr 2,May,15,5,3,1,4
2BCE-F73C,5,2,5,PR3978,4,2020,Qtr 2,May,15,5,1,1,2
2BCE-F73C,3,5,4,PR6055,4,2022,Qtr 2,May,15,5,0,1,3
2BD8-20A6,3,2,2,PR3852,3,2020,Qtr 2,April,7,3,1,3,5
2BD8-20A6,3,2,3,PR5919,3,2022,Qtr 2,April,7,3,1,1,3
2BD8-20A6,4,5,4,PR4842,2,2021,Qtr 2,April,7,4,1,3,2
2BEA-43B2,5,2,4,PR1958,2,2017,Qtr 4,November,28,5,1,1,4
2BEA-43B2,5,3,3,PR4447,2,2020,Qtr 4,November,27,3,3,1,5
2BEA-43B2,5,3,4,PR1333,4,2016,Qtr 4,November,28,4,2,2,3
2BEA-43B2,5,3,4,PR6616,5,2022,Qtr 4,November,27,4,0,1,2
2BEA-43B2,5,3,5,PR2671,5,2018,Qtr 4,November,28,5,2,3,5
2BEA-43B2,3,3,5,PR3498,4,2019,Qtr 4,November,28,5,0,1,4
2BEA-43B2,5,4,2,PR5494,3,2021,Qtr 4,November,27,3,0,1,3
2C0F-AAE2,5,4,3,PR5212,4,2021,Qtr 3,August,5,4,0,3,4
2C0F-AAE2,5,4,3,PR6317,2,2022,Qtr 3,August,5,3,1,2,2
2C7D-F9F1,3,2,4,PR2573,5,2018,Qtr 4,October,1,4,1,1,3
2C7D-F9F1,2,2,4,PR6460,1,2022,Qtr 3,September,30,4,1,2,4
2C7D-F9F1,5,3,5,PR1873,3,2017,Qtr 4,October,1,5,0,2,3
2C7D-F9F1,3,3,5,PR5351,3,2021,Qtr 3,September,30,5,0,3,3
2C7D-F9F1,4,4,3,PR3383,3,2019,Qtr 4,October,1,3,1,1,5
2C7D-F9F1,4,4,4,PR1272,4,2016,Qtr 4,October,1,5,1,2,4
2C7D-F9F1,5,4,4,PR4319,3,2020,Qtr 3,September,30,5,3,2,4
2CA8-4E1B,4,1,2,PR4941,2,2021,Qtr 2,May,5,3,1,3,3
2CA8-4E1B,2,1,3,PR1092,1,2016,Qtr 2,May,6,3,0,3,3
2CA8-4E1B,3,2,4,PR1647,4,2017,Qtr 2,May,6,4,1,3,5
2CA8-4E1B,3,2,4,PR321,5,2014,Qtr 2,May,7,4,3,1,2
2CA8-4E1B,3,3,3,PR128,2,2013,Qtr 2,May,7,4,1,1,2
2CA8-4E1B,5,3,3,PR6020,5,2022,Qtr 2,May,5,3,0,1,2
2CA8-4E1B,3,3,4,PR2307,3,2018,Qtr 2,May,6,5,1,1,2
2CA8-4E1B,5,4,3,PR3945,3,2020,Qtr 2,May,5,4,0,1,4
2CA8-4E1B,4,4,5,PR649,2,2015,Qtr 2,May,7,5,1,3,5
2CA8-4E1B,5,5,3,PR3061,5,2019,Qtr 2,May,6,4,3,3,5
2D04-D0A5,3,3,5,PR5750,3,2022,Qtr 1,February,19,5,0,1,2
2D25-CAE8,3,3,4,PR5960,2,2022,Qtr 2,April,18,4,1,1,3
2D25-CAE8,5,5,4,PR4882,2,2021,Qtr 2,April,18,4,1,1,3
2D85-ABDD,5,2,4,PR5903,3,2022,Qtr 2,April,1,4,2,1,4
2D85-ABDD,4,3,5,PR3838,1,2020,Qtr 2,April,1,5,1,2,4
2D85-ABDD,5,4,2,PR1576,4,2017,Qtr 2,April,2,3,1,3,5
2D85-ABDD,5,4,5,PR2226,5,2018,Qtr 2,April,2,5,0,1,5
2D85-ABDD,3,5,4,PR2971,5,2019,Qtr 2,April,2,4,3,3,3
2D85-ABDD,3,5,4,PR4827,5,2021,Qtr 2,April,1,4,1,2,2
2DD1-FD7F,5,2,2,PR1841,2,2017,Qtr 3,September,2,3,0,3,5
2DD1-FD7F,3,3,3,PR5280,5,2021,Qtr 3,September,1,3,2,1,5
2DD1-FD7F,5,3,3,PR6385,3,2022,Qtr 3,September,1,4,2,2,4
2DD1-FD7F,5,3,4,PR2531,5,2018,Qtr 3,September,2,5,2,1,2
2DD1-FD7F,3,4,2,PR3331,5,2019,Qtr 3,September,2,3,0,3,2
2DD1-FD7F,5,4,4,PR389,4,2014,Qtr 3,September,3,5,1,2,4
2DD1-FD7F,3,5,4,PR1246,3,2016,Qtr 3,September,2,4,3,2,5
2DD1-FD7F,3,5,4,PR4255,5,2020,Qtr 3,September,1,5,0,3,2
2DD1-FD7F,5,5,4,PR760,2,2015,Qtr 3,September,3,4,2,3,4
2E25-987F,5,4,3,PR5762,4,2022,Qtr 1,February,22,4,0,2,5
2E25-987F,3,4,5,PR4697,2,2021,Qtr 1,February,22,5,1,2,3
2E72-4BF1,3,2,2,PR707,2,2015,Qtr 2,June,23,3,1,1,4
2E72-4BF1,4,2,3,PR4073,5,2020,Qtr 2,June,21,3,0,1,2
2E72-4BF1,5,3,3,PR1736,5,2017,Qtr 2,June,22,4,1,2,2
2E72-4BF1,5,3,3,PR5077,2,2021,Qtr 2,June,21,4,2,2,2
2E72-4BF1,5,4,2,PR6171,5,2022,Qtr 2,June,21,3,0,1,5
2E72-4BF1,4,4,4,PR1169,3,2016,Qtr 2,June,22,4,2,1,5
2E72-4BF1,3,4,4,PR2400,2,2018,Qtr 2,June,22,5,3,1,5
2E72-4BF1,4,5,2,PR3173,2,2019,Qtr 2,June,22,3,0,3,3
2E7B-43F0,3,3,4,PR2803,3,2019,Qtr 1,January,30,4,2,1,3
2E7B-43F0,5,3,4,PR4622,2,2021,Qtr 1,January,29,4,1,3,5
2E7B-43F0,4,4,4,PR5682,3,2022,Qtr 1,January,29,5,0,3,4
2E7B-43F0,5,5,2,PR2075,3,2018,Qtr 1,January,30,3,3,3,5
2E7B-43F0,4,5,4,PR3652,5,2020,Qtr 1,January,30,5,1,3,3
2E9A-BD2E,5,2,2,PR1898,5,2017,Qtr 4,October,25,3,1,2,5
2E9A-BD2E,4,2,2,PR6515,1,2022,Qtr 4,October,24,3,3,3,3
2E9A-BD2E,3,2,3,PR4362,5,2020,Qtr 4,October,24,3,0,2,5
2E9A-BD2E,3,3,2,PR5399,4,2021,Qtr 4,October,24,3,3,2,3
2E9A-BD2E,4,3,5,PR3422,4,2019,Qtr 4,October,25,5,1,1,5
2E9A-BD2E,3,4,2,PR2606,4,2018,Qtr 4,October,25,3,0,3,4
2E9A-BD2E,3,5,2,PR1287,2,2016,Qtr 4,October,25,3,1,1,5
2ED2-2CEC,3,2,5,PR1844,4,2017,Qtr 3,September,3,5,0,2,2
2ED2-2CEC,3,3,4,PR4259,2,2020,Qtr 3,September,2,5,0,1,5
2ED2-2CEC,3,4,3,PR6389,5,2022,Qtr 3,September,2,3,2,3,2
2ED2-2CEC,5,5,3,PR2534,3,2018,Qtr 3,September,3,4,1,1,5
2ED2-2CEC,4,5,3,PR5284,2,2021,Qtr 3,September,2,4,0,1,4
2ED2-2CEC,5,5,4,PR3335,3,2019,Qtr 3,September,3,4,1,3,2
2EF6-8D96,3,2,3,PR6326,3,2022,Qtr 3,August,10,3,2,3,5
2EF6-8D96,5,5,2,PR4200,5,2020,Qtr 3,August,10,3,0,1,3
2EF6-8D96,5,5,3,PR5221,5,2021,Qtr 3,August,10,3,2,1,5
2F04-931F,3,2,3,PR1078,4,2016,Qtr 2,April,30,3,2,3,5
2F04-931F,4,2,5,PR1632,3,2017,Qtr 2,April,30,5,2,2,4
2F04-931F,3,3,4,PR3044,3,2019,Qtr 2,April,30,5,1,1,3
2F04-931F,5,4,2,PR310,2,2014,Qtr 2,May,1,3,1,1,2
2F04-931F,5,4,2,PR637,4,2015,Qtr 2,May,1,3,1,1,3
2F04-931F,3,4,5,PR2291,4,2018,Qtr 2,April,30,5,0,1,5
2F04-931F,3,5,3,PR3926,3,2020,Qtr 2,April,29,3,2,3,4
2F04-931F,3,5,4,PR4921,4,2021,Qtr 2,April,29,5,3,3,3
2F04-931F,5,5,4,PR6001,5,2022,Qtr 2,April,29,4,1,3,5
2F85-AF81,4,2,3,PR1185,4,2016,Qtr 3,July,5,3,0,3,4
2F85-AF81,4,2,5,PR720,3,2015,Qtr 3,July,6,5,2,3,2
2F85-AF81,5,3,3,PR4108,5,2020,Qtr 3,July,4,4,1,2,4
2F85-AF81,4,3,5,PR1756,4,2017,Qtr 3,July,5,5,2,2,5
2F85-AF81,3,3,5,PR3204,3,2019,Qtr 3,July,5,5,3,3,3
2F85-AF81,4,3,5,PR6213,5,2022,Qtr 3,July,4,5,0,3,2
2F85-AF81,4,4,3,PR2425,2,2018,Qtr 3,July,5,3,2,3,2
2F85-AF81,3,5,3,PR5114,5,2021,Qtr 3,July,4,3,1,3,2
2F98-E645,4,2,3,PR1695,5,2017,Qtr 2,May,27,4,1,3,4
2F98-E645,4,2,3,PR5010,2,2021,Qtr 2,May,26,3,1,3,2
